,0
0,0.23
1,0.081
2,0.241
3,0.265
4,0.11900000000000001
5,0.258
6,0.20500000000000002
7,0.226
8,0.077
9,0.044
10,0.483
11,0.052000000000000005
12,0.10400000000000001
13,0.159
14,0.08600000000000001
15,0.11900000000000001
16,0.2
17,0.14300000000000002
18,0.198
19,0.11900000000000001
20,0.08700000000000001
21,0.434
22,0.07100000000000001
23,0.041
24,0.2
25,0.091
26,0.358
27,0.14100000000000001
28,0.234
29,0.28200000000000003
30,0.07100000000000001
31,0.192
32,0.182
33,0.263
34,0.192
35,0.16
36,0.052000000000000005
37,0.077
38,0.096
39,0.221
40,0.123
41,0.067
42,0.184
43,0.08
44,0.393
45,0.14400000000000002
46,0.063
47,0.075
48,0.18
49,0.294
50,0.251
51,0.358
52,0.333
53,0.112
54,0.057
55,0.209
56,0.08700000000000001
57,0.098
58,0.21
59,0.077
60,0.052000000000000005
61,0.098
62,0.088
63,0.59
64,0.091
65,0.273
66,0.392
67,0.083
68,0.064
69,0.17500000000000002
70,0.054
71,0.098
72,0.117
73,0.108
74,0.221
75,0.08700000000000001
76,0.121
77,0.184
78,0.055
79,0.094
80,0.068
81,0.255
82,0.314
83,0.655
84,0.107
85,0.17500000000000002
86,0.23700000000000002
87,0.09
88,0.225
89,0.178
90,0.256
91,0.179
92,0.456
93,0.147
94,0.17400000000000002
95,0.155
96,0.146
97,0.048
98,0.195
99,0.066
100,0.154
101,0.066
102,0.209
103,0.147
104,0.148
105,0.055
106,0.20400000000000001
107,0.157
108,0.041
109,0.135
110,0.317
111,0.08700000000000001
112,0.169
113,0.268
114,0.108
115,0.254
116,0.135
117,0.337
118,0.357
119,0.2
120,0.08700000000000001
121,0.094
122,0.47600000000000003
123,0.131
124,0.121
125,0.189
126,0.213
127,0.605
128,0.037
129,0.185
130,0.229
131,0.116
132,0.251
133,0.168
134,0.271
135,0.243
136,0.109
137,0.363
138,0.151
139,0.523
140,0.113
141,0.11
142,0.059000000000000004
143,0.129
144,0.234
145,0.498
146,0.122
147,0.09
148,0.057
149,0.04
150,0.054
151,0.052000000000000005
152,0.091
153,0.123
154,0.23800000000000002
155,0.41100000000000003
156,0.051000000000000004
157,0.33
158,0.495
159,0.054
160,0.123
161,0.29
162,0.049
163,0.163
164,0.177
165,0.131
166,0.096
167,0.131
168,0.10400000000000001
169,0.133
170,0.271
171,0.081
172,0.12
173,0.156
174,0.124
175,0.101
176,0.077
177,0.042
178,0.088
179,0.123
180,0.116
181,0.188
182,0.231
183,0.108
184,0.099
185,0.166
186,0.125
187,0.297
188,0.225
189,0.053
190,0.163
191,0.063
192,0.168
193,0.312
194,0.232
195,0.545
196,0.063
197,0.044
198,0.266
199,0.134
200,0.226
201,0.165
202,0.33
203,0.23800000000000002
204,0.163
205,0.598
206,0.177
207,0.039
208,0.127
209,0.078
210,0.068
211,0.062
212,0.264
213,0.248
214,0.188
215,0.224
216,0.225
217,0.133
218,0.051000000000000004
219,0.101
220,0.151
221,0.138
222,0.08700000000000001
223,0.108
224,0.356
225,0.067
226,0.155
227,0.125
228,0.089
229,0.089
230,0.17300000000000001
231,0.037
232,0.023
233,0.093
234,0.04
235,0.148
236,0.321
237,0.133
238,0.23600000000000002
239,0.075
240,0.127
241,0.061
242,0.08
243,0.203
244,0.23500000000000001
245,0.211
246,0.117
247,0.221
248,0.214
249,0.035
250,0.16
251,0.149
252,0.148
253,0.07100000000000001
254,0.15
255,0.041
256,0.078
257,0.115
258,0.056
259,0.106
260,0.19
261,0.125
262,0.32
263,0.171
264,0.109
265,0.128
266,0.03
267,0.122
268,0.296
269,0.051000000000000004
270,0.156
271,0.14200000000000002
272,0.186
273,0.049
274,0.14100000000000001
275,0.145
276,0.312
277,0.135
278,0.17500000000000002
279,0.116
280,0.198
281,0.181
282,0.052000000000000005
283,0.04
284,0.07
285,0.116
286,0.183
287,0.256
288,0.137
289,0.267
290,0.16
291,0.11900000000000001
292,0.081
293,0.155
294,0.05
295,0.20500000000000002
296,0.123
297,0.262
298,0.148
299,0.156
300,0.07
301,0.17
302,0.164
303,0.22
304,0.215
305,0.132
306,0.12
307,0.521
308,0.582
309,0.146
310,0.226
311,0.241
312,0.221
313,0.314
314,0.214
315,0.231
316,0.154
317,0.211
318,0.168
319,0.062
320,0.275
321,0.056
322,0.101
323,0.099
324,0.492
325,0.106
326,0.093
327,0.15
328,0.105
329,0.193
330,0.094
331,0.23800000000000002
332,0.126
333,0.06
334,0.067
335,0.231
336,0.3333333333333333
337,0.11800000000000001
338,0.066
339,0.17200000000000001
340,0.187
341,0.382
342,0.406
343,0.23700000000000002
344,0.189
345,0.066
346,0.226
347,0.036000000000000004
348,0.251
349,0.17400000000000002
350,0.07200000000000001
351,0.224
352,0.136
353,0.07
354,0.264
355,0.167
356,0.41200000000000003
357,0.278
358,0.097
359,0.094
360,0.11900000000000001
361,0.35100000000000003
362,0.211
363,0.216
364,0.47200000000000003
365,0.23800000000000002
366,0.156
367,0.04
368,0.051000000000000004
369,0.125
370,0.028
371,0.074
372,0.088
373,0.111
374,0.13
375,0.202
376,0.316
377,0.421
378,0.095
379,0.052000000000000005
380,0.07200000000000001
381,0.07100000000000001
382,0.052000000000000005
383,0.163
384,0.231
385,0.124
386,0.076
387,0.099
388,0.084
389,0.031
390,0.245
391,0.10300000000000001
392,0.226
393,0.225
394,0.045
395,0.16
396,0.178
397,0.179
398,0.089
399,0.068
400,0.08
401,0.134
402,0.291
403,0.188
404,0.08600000000000001
405,0.298
406,0.23700000000000002
407,0.129
408,0.045
409,0.222
410,0.106
411,0.13
412,0.199
413,0.196
414,0.28800000000000003
415,0.06
416,0.23600000000000002
417,0.115
418,0.1
419,0.281
420,0.1
421,0.23900000000000002
422,0.185
423,0.442
424,0.08700000000000001
425,0.23700000000000002
426,0.14300000000000002
427,0.139
428,0.652
429,0.085
430,0.14200000000000002
431,0.026000000000000002
432,0.111
433,0.06
434,0.099
435,0.2
436,0.131
437,0.138
438,0.126
439,0.191
440,0.305
441,0.203
442,0.095
443,0.039
444,0.062
445,0.092
446,0.186
447,0.056
448,0.081
449,0.158
450,0.179
451,0.108
452,0.501
453,0.045
454,0.193
455,0.121
456,0.138
457,0.052000000000000005
458,0.391
459,0.069
460,0.202
461,0.20600000000000002
462,0.343
463,0.125
464,0.078
465,0.046
466,0.247
467,0.106
468,0.066
469,0.269
470,0.366
471,0.061
472,0.131
473,0.28700000000000003
474,0.163
475,0.117
476,0.06
477,0.093
478,0.115
479,0.10200000000000001
480,0.169
481,0.116
482,0.139
483,0.299
484,0.149
485,0.341
486,0.17400000000000002
487,0.14200000000000002
488,0.41200000000000003
489,0.098
490,0.059000000000000004
491,0.116
492,0.151
493,0.16
494,0.2
495,0.20700000000000002
496,0.20600000000000002
497,0.275
498,0.153
499,0.053
500,0.11
501,0.11
502,0.164
503,0.056
504,0.258
505,0.094
506,0.041
507,0.114
508,0.07100000000000001
509,0.168
510,0.045
511,0.189
512,0.17400000000000002
513,0.045
514,0.209
515,0.149
516,0.156
517,0.115
518,0.202
519,0.332
520,0.074
521,0.34400000000000003
522,0.14400000000000002
523,0.215
524,0.21
525,0.14400000000000002
526,0.14100000000000001
527,0.138
528,0.259
529,0.31
530,0.047
531,0.171
532,0.194
533,0.28200000000000003
534,0.123
535,0.082
536,0.231
537,0.371
538,0.182
539,0.18
540,0.229
541,0.062
542,0.136
543,0.185
544,0.053
545,0.274
546,0.14400000000000002
547,0.314
548,0.222
549,0.167
550,0.32
551,0.05
552,0.134
553,0.11800000000000001
554,0.078
555,0.21
556,0.203
557,0.176
558,0.194
559,0.28500000000000003
560,0.22
561,0.10200000000000001
562,0.213
563,0.156
564,0.051000000000000004
565,0.23700000000000002
566,0.131
567,0.14200000000000002
568,0.248
569,0.044
570,0.108
571,0.14400000000000002
572,0.169
573,0.049
574,0.099
575,0.113
576,0.115
577,0.245
578,0.23700000000000002
579,0.153
580,0.184
581,0.149
582,0.053
583,0.111
584,0.076
585,0.088
586,0.20700000000000002
587,0.16
588,0.081
589,0.135
590,0.224
591,0.10400000000000001
592,0.092
593,0.231
594,0.06
595,0.463
596,0.047
597,0.107
598,0.10300000000000001
599,0.112
600,0.20700000000000002
601,0.328
602,0.171
603,0.202
604,0.13
605,0.106
606,0.656
607,0.23700000000000002
608,0.111
609,0.115
610,0.05
611,0.526
612,0.217
613,0.093
614,0.232
615,0.076
616,0.055
617,0.084
618,0.17
619,0.372
620,0.504
621,0.057
622,0.16
623,0.159
624,0.08
625,0.127
626,0.034
627,0.107
628,0.132
629,0.151
630,0.17400000000000002
631,0.126
632,0.07200000000000001
633,0.211
634,0.07
635,0.031
636,0.171
637,0.064
638,0.295
639,0.186
640,0.066
641,0.135
642,0.163
643,0.47400000000000003
644,0.514
645,0.131
646,0.027
647,0.066
648,0.11900000000000001
649,0.069
650,0.33
651,0.41500000000000004
652,0.091
653,0.254
654,0.045
655,0.41200000000000003
656,0.216
657,0.098
658,0.048
659,0.364
660,0.166
661,0.37
662,0.14300000000000002
663,0.08700000000000001
664,0.553
665,0.316
666,0.268
667,0.11900000000000001
668,0.343
669,0.247
670,0.107
671,0.26
672,0.08
673,0.08
674,0.08700000000000001
675,0.179
676,0.131
677,0.214
678,0.034
679,0.20400000000000001
680,0.1
681,0.083
682,0.096
683,0.14200000000000002
684,0.128
685,0.177
686,0.133
687,0.108
688,0.186
689,0.47100000000000003
690,0.052000000000000005
691,0.222
692,0.11800000000000001
693,0.158
694,0.064
695,0.091
696,0.078
697,0.092
698,0.275
699,0.13
700,0.225
701,0.112
702,0.195
703,0.049
704,0.192
705,0.131
706,0.122
707,0.11900000000000001
708,0.154
709,0.296
710,0.221
711,0.145
712,0.34
713,0.042
714,0.033
715,0.116
716,0.066
717,0.027
718,0.23700000000000002
719,0.076
720,0.079
721,0.158
722,0.229
723,0.125
724,0.093
725,0.08
726,0.304
727,0.191
728,0.105
729,0.201
730,0.296
731,0.436
732,0.03
733,0.10300000000000001
734,0.158
735,0.061
736,0.059000000000000004
737,0.066
738,0.675
739,0.096
740,0.098
741,0.09
742,0.03
743,0.094
744,0.114
745,0.099
746,0.132
747,0.23800000000000002
748,0.20800000000000002
749,0.183
750,0.219
751,0.113
752,0.187
753,0.127
754,0.28500000000000003
755,0.167
756,0.04
757,0.117
758,0.115
759,0.15
760,0.088
761,0.137
762,0.128
763,0.059000000000000004
764,0.084
765,0.14300000000000002
766,0.233
767,0.059000000000000004
768,0.122
769,0.091
770,0.18
771,0.28800000000000003
772,0.171
773,0.08600000000000001
774,0.099
775,0.132
776,0.228
777,0.155
778,0.09
779,0.195
780,0.108
781,0.065
782,0.17500000000000002
783,0.294
784,0.105
785,0.406
786,0.512
787,0.219
788,0.124
789,0.155
790,0.077
791,0.046
792,0.115
793,0.059000000000000004
794,0.041
795,0.09
796,0.095
797,0.18
798,0.08600000000000001
799,0.274
800,0.106
801,0.068
802,0.219
803,0.088
804,0.226
805,0.209
806,0.187
807,0.168
808,0.136
809,0.11900000000000001
810,0.157
811,0.117
812,0.132
813,0.167
814,0.054
815,0.28800000000000003
816,0.08
817,0.222
818,0.053
819,0.212
820,0.067
821,0.07200000000000001
822,0.135
823,0.1
824,0.097
825,0.21
826,0.123
827,0.154
828,0.312
829,0.496
830,0.113
831,0.099
832,0.066
833,0.067
834,0.29
835,0.20600000000000002
836,0.066
837,0.17400000000000002
838,0.11900000000000001
839,0.068
840,0.043000000000000003
841,0.151
842,0.23500000000000001
843,0.23700000000000002
844,0.049
845,0.158
846,0.277
847,0.195
848,0.121
849,0.079
850,0.211
851,0.272
852,0.108
853,0.154
854,0.059000000000000004
855,0.089
856,0.212
857,0.095
858,0.217
859,0.451
860,0.136
861,0.218
862,0.126
863,0.222
864,0.156
865,0.131
866,0.152
867,0.176
868,0.169
869,0.12
870,0.191
871,0.067
872,0.097
873,0.196
874,0.17500000000000002
875,0.10300000000000001
876,0.251
877,0.092
878,0.279
879,0.154
880,0.061
881,0.07
882,0.28
883,0.324
884,0.033
885,0.109
886,0.225
887,0.114
888,0.14
889,0.228
890,0.3333333333333333
891,0.106
892,0.17300000000000001
893,0.14100000000000001
894,0.114
895,0.061
896,0.131
897,0.041
898,0.105
899,0.123
900,0.069
901,0.121
902,0.116
903,0.169
904,0.464
905,0.073
906,0.163
907,0.14400000000000002
908,0.244
909,0.23
910,0.123
911,0.033
912,0.126
913,0.092
914,0.20700000000000002
915,0.341
916,0.17200000000000001
917,0.17200000000000001
918,0.291
919,0.191
920,0.067
921,0.1
922,0.181
923,0.457
924,0.379
925,0.3333333333333333
926,0.274
927,0.073
928,0.053
929,0.171
930,0.162
931,0.123
932,0.068
933,0.092
934,0.214
935,0.137
936,0.04
937,0.126
938,0.099
939,0.093
940,0.275
941,0.101
942,0.184
943,0.094
944,0.17300000000000001
945,0.12
946,0.093
947,0.254
948,0.54
949,0.218
950,0.105
951,0.111
952,0.28400000000000003
953,0.218
954,0.098
955,0.20500000000000002
956,0.116
957,0.067
958,0.136
959,0.049
960,0.052000000000000005
961,0.091
962,0.162
963,0.182
964,0.039
965,0.096
966,0.151
967,0.037
968,0.127
969,0.128
970,0.228
971,0.195
972,0.106
973,0.179
974,0.151
975,0.124
976,0.115
977,0.15
978,0.08
979,0.278
980,0.652
981,0.091
982,0.214
983,0.089
984,0.133
985,0.026000000000000002
986,0.04
987,0.065
988,0.3333333333333333
989,0.251
990,0.17500000000000002
991,0.3
992,0.273
993,0.054
994,0.5730000000000001
995,0.254
996,0.244
997,0.155
998,0.232
999,0.061
